,id,text
16,1401216000624934917,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista… https://t.co/DyTPg6gp81"
17,1401213482234789893,"Amazon es una de las compañías mejor valoradas de la actualidad. Como muchas empresas, Amazon comenzó siendo muy diferente a lo que todos conocemos...  https://t.co/gt0rEzlRHC"
18,1401207320042934272,La magia del Sgt Pepper´s se encuentra desde su portada hasta sus caleidoscópicas y conceptuales canciones. Te invitamos a conocer más de él a continuación… https://t.co/bP9b4bZWrH
19,1401200900081860620,"Este espía formó la primera agencia de detectives del mundo, la Agencia Pinkerton. Sin embargo, lo más curioso de este personaje no es su carrera sino su muerte… https://t.co/vmIIC6qyKe"
20,1401192183085080593,El Dadaísmo surgió del desencanto que sentían esos artistas al vivir en la Europa del periodo tardío de la Primera Guerra Mundial. Conoce de qué se trató aquí. https://t.co/gofIJdWUT5
21,1401185802021974016,"Si te da curiosidad saber cómo te ven las demás personas, incluso qué perciben, aunque tú no lo sepas, y qué aspectos conocen o intuyen, aunque no seas consciente de ellos, esta pirámide te va a ayudar. https://t.co/YHLFdim54n"
22,1401183284760133635,"Este ranchero fue uno de los personajes más importantes de la Revolución Mexicana, quien con su actuación contribuyó de forma decisiva en la derrota del para entonces presidente Victoriano Huerta. https://t.co/0kFEPe1FHM"
23,1401177075646709762,"Los astronautas que han logrado pisar su superficie concuerdan en que el olor que se expide desde sus suelos los sorprendió, haciendo referencia a un aroma familiar que se puede encontrar aquí en la Tierra… https://t.co/pS7NZx7nUU"
24,1401170701772591107,"Federico García Lorca fue un poeta, dramaturgo y prosista español, integrante de la Generación del 27 y el escritor más popular e influyente de la literatura española del siglo XX. ¡Te invitamos a conocer más de él! https://t.co/LUqbLbU9y1"
25,1401161967512006656,"En Teherán se reunirían los líderes principales del bando aliado, así que los nazis querían aprovechar esta oportunidad para liquidarlos a todos… ¿Sabes qué ocurrió en la Operación Weitsprung? https://t.co/pueYNNDSBR"
26,1401155600654995458,"😲 Durante la Segunda Guerra los rusos idearon un método para derrotar los tanques de guerra del ejército alemán, pero querían hacerlo con el menor costo posible… ¿con perros? https://t.co/QeFCQ53fZI"
27,1401153085737779202,"El almanaque del pobre Richard, creado por Benjamin Franklin, pasaría a difundir las opiniones científicas modernas de eventos astronómicos. ¡Te contamos más aquí!  https://t.co/CgYDFClh5D"
28,1401146853958225924,¿Eres un experto en gastronomía internacional? Entonces esta trivia es ideal para medir tus conocimientos. Aquí deberás intentar acertar el país de origen de cada una de estas comidas típicas. https://t.co/3vxu3UXrdn
29,1401140500237852675,Te traemos un resumen con los hechos más destacados que ocurrieron un día como hoy 5 de junio. https://t.co/SMfVwMdH4Q
30,1401131741889318913,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas! https://t.co/x1i0Du6s1n"
31,1401129504538509313,¡Culturizando está disponible! https://t.co/gbrnacerNy
32,1401125402517688324,Pon a prueba tu conocimiento en ortografía con este test de palabras que suenan igual pero se escriben diferente. https://t.co/4Nrywp4qFG
33,1401116635679887360,¿Cuánto sabes de estos interesantes animales? Con esta trivia lo descubrirás… https://t.co/k87VbiE19a
34,1401109082413711367,"😳 El 60% de las mujeres tienen la fantasía sexual de ser sumisas y que, 9 de cada 10 mujeres de ese 60% son líderes, independientes y algo dominantes en los demás aspectos de su vida… ¡Te contamos el porqué!  https://t.co/tZm40JzCv1"
35,1401101602157694977,"Este entretenido reto se basa en algunos círculos de colores los cuales esconden en su interior algunos objetos, ¿serás capaz de verlos o tu vista no es lo suficientemente buena para hallarlos?  https://t.co/Kb98H07Gol"
36,1401093998366834690,"🤔 ¿Es la prostitución el oficio más antiguo de la historia? Bueno, no. Pero casi… ¡Te contamos lo que debes saber sobre su origen!  https://t.co/8YWogycFrx"
37,1401086517804679172,"Si eres un cinéfilo experto, te traemos una entretenida trivia que pondrá a prueba tus conocimientos acerca de este famoso evento…  https://t.co/qozBpUmuC0"
38,1401078909282750465,Un hombre anónimo se volvió internacionalmente famoso al ser grabado y fotografiado de pie frente a una columna de tanques. ¡Conoce el por qué aquí!  https://t.co/cngOWlyXk0
39,1401071405282758656,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas!  https://t.co/721vJbhcnG"
40,1401063766754799624,"👀 La Agencia Central de Inteligencia (CIA, por sus siglas en inglés) es una de las organizaciones más conocidas en todo el mundo; de igual manera, sus labores han generado polémica durante años. Conoce algunos de sus datos más curiosos…  https://t.co/f3FiKNHvPb"
41,1401056277913034752,"La Segunda Guerra Mundial contó también con importantes enfrentamientos aeronavales, que ayudaron a decidir el destino del conflicto bélico entre los Aliados y el Eje. La Batalla de Midway es uno de esos puntos de inflexión…  https://t.co/1gGWPldvmZ"
42,1401048671194599426,Hay ciertas cosas sobre la vida de esta hermosa actriz que quizás no conozcas. ¡Te contamos algunos datos curiosos sobre Angelina Jolie!  https://t.co/qdSUBAMjmB
43,1401041135624146949,¿Te consideras un amante de los animales? Te retamos para que demuestres qué tanto los conoces.  https://t.co/6sL9MFV6OF
44,1401033552184107008,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista…  https://t.co/iDCWZxL0W7"
45,1401026029490257925,🎬 ‘Volver al futuro’ es una de las trilogías más icónicas del cine. Sus ideas y conceptos resultaron innovadores para su época y sorprendieron a muchos. ¡Conoce algunas de sus curiosidades más sorprendentes!  https://t.co/9T9Gy2e6er
46,1401018455005044739,"El Gran Mariscal de Ayacucho, Antonio José Francisco de Sucre y Alcalá fue un político, estadista, militar, diplomático y uno de los próceres de la independencia más connotados de América. ¡Conoce más de él aquí!  https://t.co/gOBIpZkn7S"
47,1401010928846573572,Una de las actrices más famosas de Hollywood festeja su cumpleaños y para celebrarlo te traemos esta trivia a ver que tan fanático eres. ¿Te atreves?  https://t.co/CjnnYxZB9o
48,1401003356232077312,"Fue un famoso aventurero, escritor, diplomático, bibliotecario y agente secreto italiano. ¿Quién fue Giacomo Casanova?  https://t.co/yX83Xs2fOx"
49,1400995838030123011,Veamos algunos sucesos importantes que ocurrieron un día como hoy 4 de junio.  https://t.co/LNkr36Hh9W
50,1400988256255229956,😳 ¿‘Girl boss’ pero sumisa en la cama? https://t.co/gCJwzhltbI
51,1400980758395817990,#TriviaCulturizando Reto visual: ¿Lograrás ver los objetos? https://t.co/NjgLb8nqmh
52,1400976412354486273,"#PodcastEnEspañol
Un libro puede cambiarle la vida a alguien 📚

De Un Punto Al Otro - @DUPAOnews 👇
https://t.co/PsfnnxwkPJ https://t.co/WWEuIh2Iua"
53,1400973156668542980,¿Es la prostitución la «profesión más antigua del mundo»? 🤔 https://t.co/YMm8yTYsIR
54,1400965669970132992,#TriviaCulturizando Trivia: ¿Conoces todo sobre los premios Oscar? ¡Demuéstralo! https://t.co/RFLyQ7dQAd
55,1400958071476834306,La historia del “Hombre del Tanque” https://t.co/Qn7VCRJLTR
56,1400958040375975936,"#PodcastEnEspañol
¡Qué se suba el telón de la vida! Sandy Kominsky lidia con los problemas de su edad, su representante y mejor amigo, su familia y su carrera como actor y docente de actuación. Su forma de vivir es «El método Kominksy»

Catando Netflix 👇
https://t.co/jXbhNKHYhG https://t.co/ArfCClfiJN"
57,1400950591703207941,#TriviaCulturizando Test: ¿Qué tipo de imaginación tienes? https://t.co/UFeiYyIeY6
58,1400942971382472709,👀 Algunos datos curiosos sobre la CIA que te sorprenderán https://t.co/lykHViKe9R
59,1400935494456913923,Midway: Un punto de inflexión en la Segunda Guerra Mundial https://t.co/xw12cFmfWi https://t.co/R4b9bC8RTF
60,1400927881778376704,Conoce estos datos curiosos sobre Angelina Jolie https://t.co/Y9gaBEAdaM https://t.co/QCDL9v9fvF
61,1400923579768872973,RT @TriviaCZN: Queremos poner a prueba tus conocimientos y que demuestres cuánto dominas los temas de cultura general.  https://t.co/JDAzis…
62,1400923391171993600,"RT @CZNmundo: WarnerMedia y Discovery se unen y nace un nuevo gigante, además, según un estudio las hamburguesas saben mejor con Pepsi ¡Tod…"
63,1400923343696678914,"RT @LaHistoriaDe: Artemisa II, la creadora del Mausoleo https://t.co/bCLpzPdHYS"
64,1400920407654469636,#TriviaCulturizando Trivia: Demuestra qué tanto sabes sobre los animales https://t.co/f2FAg76EhD
65,1400912786608304132,Horrores Humanos: La masacre de Tiananmen https://t.co/5lNyklCevH
66,1400905313994293253,🎬 Curiosidades sobre una de las trilogías más icónicas: ‘Volver al futuro’ https://t.co/JLvAmMrdIA
67,1400899153236955138,"#PodcastEnEspañol
¿Necesitas aumentar tus ventas? ¿Te falta presupuesto para prestar un mejor servicio al cliente? @MaviGangi en las Claves para aprender y crecer de hoy nos enseña a vender usando Whatsapp Business.

Escúchalo o léelo aquí 👇
https://t.co/eJYVWijpXb https://t.co/MBOUwAVYbI"
68,1400897690410565636,Antonio José de Sucre: El Gran Mariscal de Ayacucho https://t.co/kmSjd15lvS https://t.co/NvjdPv5rjY
69,1400890235886653441,#TriviaCulturizando ¿Qué tan bien conoces a Angelina Jolie? https://t.co/Ry9J6oIppE
70,1400882603733946368,"Giacomo Casanova, escritor y aventurero pero sobre todo, galán (+Frases) https://t.co/kiS8QqmqIv https://t.co/j2x8iQfKwy"
71,1400875143384211459,#4Jun Un día como hoy: 4 de junio en la historia https://t.co/7ajnMxOxjq
72,1400867504826851340,"😳 El 60% de las mujeres tienen la fantasía sexual de ser sumisas y que, 9 de cada 10 mujeres de ese 60% son líderes, independientes y algo dominantes en los demás aspectos de su vida… ¡Te contamos el porqué! https://t.co/iiHjSciKvU"
73,1400860071886721031,"Este entretenido reto se basa en algunos círculos de colores los cuales esconden en su interior algunos objetos, ¿serás capaz de verlos o tu vista no es lo suficientemente buena para hallarlos? https://t.co/WNldbmcnsy"
74,1400852415532912647,"🤔 ¿Es la prostitución el oficio más antiguo de la historia? Bueno, no. Pero casi… ¡Te contamos lo que debes saber sobre su origen! https://t.co/0dAEynpXmw"
75,1400845119562162179,"Si eres un cinéfilo experto, te traemos una entretenida trivia que pondrá a prueba tus conocimientos acerca de este famoso evento… https://t.co/iaHkeg65JP"
76,1400837318509051904,Un hombre anónimo se volvió internacionalmente famoso al ser grabado y fotografiado de pie frente a una columna de tanques. ¡Conoce el por qué aquí! https://t.co/7bFeEF7ZGk
77,1400830175307309059,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas! https://t.co/EegQA1CeHW"
78,1400822203831234565,"👀 La Agencia Central de Inteligencia (CIA, por sus siglas en inglés) es una de las organizaciones más conocidas en todo el mundo; de igual manera, sus labores han generado polémica durante años. Conoce algunos de sus datos más curiosos… https://t.co/cohoYIXdMT"
79,1400814967281098753,"La Segunda Guerra Mundial contó también con importantes enfrentamientos aeronavales, que ayudaron a decidir el destino del conflicto bélico entre los Aliados y el Eje. La Batalla de Midway es uno de esos puntos de inflexión… https://t.co/xuR3OgNMu7"
80,1400807106295615492,Hay ciertas cosas sobre la vida de esta hermosa actriz que quizás no conozcas. ¡Te contamos algunos datos curiosos sobre Angelina Jolie! https://t.co/cTjZo1mVHd
81,1400799656658022404,¿Te consideras un amante de los animales? Te retamos para que demuestres qué tanto los conoces. https://t.co/pZRn1Ge0Xo
82,1400791985775124486,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista… https://t.co/o6th7DBlID"
83,1400784512016175105,🎬 ‘Volver al futuro’ es una de las trilogías más icónicas del cine. Sus ideas y conceptos resultaron innovadores para su época y sorprendieron a muchos. ¡Conoce algunas de sus curiosidades más sorprendentes! https://t.co/lTsOU7cpUT
84,1400776888289726478,"El Gran Mariscal de Ayacucho, Antonio José Francisco de Sucre y Alcalá fue un político, estadista, militar, diplomático y uno de los próceres de la independencia más connotados de América. ¡Conoce más de él aquí! https://t.co/tCG7nZYfQr"
85,1400773072467103751,"#PodcastEnEspañol
Los libros son un refugio... @MaViGangi y @DanielGangi van #DeUnPuntoAlOtro con Lincy Ayala, CEO de @BookSlothApp, una red social para amantes de los libros.

Léelo | Escúchalo | Miralo 👇
https://t.co/PsfnnxeJr9

Síguenos en @DUPAOnews https://t.co/ooyt9lLjYw"
86,1400769398173020165,Una de las actrices más famosas de Hollywood festeja su cumpleaños y para celebrarlo te traemos esta trivia a ver que tan fanático eres. ¿Te atreves? https://t.co/gpqc4J0qTl
87,1400767088206172161,¡Culturizando está disponible! https://t.co/TfDjHcVE5J
88,1400761779219750915,"Fue un famoso aventurero, escritor, diplomático, bibliotecario y agente secreto italiano. ¿Quién fue Giacomo Casanova? https://t.co/qz8ZQKpRGv"
89,1400754290197766147,Veamos algunos sucesos importantes que ocurrieron un día como hoy 4 de junio. https://t.co/0byRdCPzpk
90,1400746694858489858,"🥗 Si creías que la Ensalada César estaba ligada al emperador romano, lo sentimos… Sigue leyendo y descubre la historia de la Ensalada César.   https://t.co/n1nNMOB5jL"
91,1400739237327261696,¿Eres un gran conocedor de nuestra historia? ¿Crees saber todo sobre la humanidad? Responde estas preguntas y te darás cuenta de lo mucho o lo poco que sabes sobre la historia de la humanidad.   https://t.co/bnxX3Ek0NY
92,1400731592730030080,"👀 Al azúcar la culpan de la obesidad, la diabetes, de los accidentes cerebro vasculares, de enfermedades cardíacas y renales… Pero ¿es realmente mala para la salud?   https://t.co/GVqOH5GFW3"
93,1400724156669435905,"Aunque quizás los más destacados son por su elevada temperatura, existen muchas otras otras características impresionantes… ¿Estás dispuesto a saber cuánto conoces sobre ellos con esta trivia?   https://t.co/uKdXuNXB7E"
94,1400716486986043393,Aquí te presentamos algunos datos de las uñas que quizás no conocías pero sobre todo determinar ¿por qué crecen?   https://t.co/OTvBZHpsFR
95,1400709006931415041,Pon a prueba tu conocimiento en ortografía con este test de palabras que suenan igual pero se escriben diferente.   https://t.co/fmpzbaAqtu
96,1400701381774876673,Un que escritor pasó toda su vida sufriendo bajo los poderes de una figura autoritaria que utilizaba la violencia física y psicológica como arma ¿Quién fue Franz Kafka?   https://t.co/RvTtecgFVG
97,1400693883336630277,"😲 Durante la Segunda Guerra los rusos idearon un método para derrotar los tanques de guerra del ejército alemán, pero querían hacerlo con el menor costo posible… ¿con perros?   https://t.co/Eda7YZoxHb"
98,1400686277117288450,Maria Goeppert-Mayer llegó al corazón del átomo a mitad del siglo XX y su aporte a la física la convirtió en la segunda mujer merecedora del Premio Nobel… ¡Conoce su interesante historia!   https://t.co/RHMiPCb8rd
99,1400678775566868480,"¡La trivia más saludable que harás el día de hoy! Participa, contesta estas 10 preguntas y aprende a cuidar tu salud de la manera más entretenida.   https://t.co/3uDKuKeeOa"
100,1401306596056182796,Un que escritor pasó toda su vida sufriendo bajo los poderes de una figura autoritaria que utilizaba la violencia física y psicológica como arma ¿Quién fue Franz Kafka? https://t.co/OjorAtuxPt
101,1401304080283283460,"Muertes Absurdas: Pinkerton, el que se mordió la lengua https://t.co/sxSqfLoOYr"
102,1401297829243637766,"🎬 Clint Eastwood es una de las figuras más emblemáticas de cine, no sólo como actor sino como director, productor, guionista, músico y compositor.  A continuación te presentamos algunos datos curiosos sobre este legendario personaje. https://t.co/Q0jkYEs2R6"
103,1401291495618093060,El revolucionario Pancho Villa https://t.co/QIZOUzKSlx
104,1401282735071707140,"Si te consideras un gurú en la materia, completa esta trivia que pondrá a prueba tus conocimientos y habilidades. ¿Empezamos? https://t.co/Hn6doCyEya"
105,1401276395637125122,🎬 ‘Volver al futuro’ es una de las trilogías más icónicas del cine. Sus ideas y conceptos resultaron innovadores para su época y sorprendieron a muchos. ¡Conoce algunas de sus curiosidades más sorprendentes! https://t.co/7XVI1xAL3Y
106,1401273881063743490,Lo mejor de Federico García Lorca (+Frases) https://t.co/ggkITiAkYR
107,1401267641059262465,¿Eres un gran conocedor de nuestra historia? ¿Crees saber todo sobre la humanidad? Responde estas preguntas y te darás cuenta de lo mucho o lo poco que sabes sobre la historia de la humanidad. https://t.co/kr7yEHIY8Q
108,1401261300248985604,¿Sabes cómo Benjamin Franklin difundió la ciencia moderna? https://t.co/wLlNuXTRkL
109,1401255752845516800,"#PodcastEnEspañol
En este nuevo episodio de #CrónicasDeAres conoce todos los detalles detrás de las Operación Weitsprung: el plan de Hitler para acabar con Stalin, Churchill y Roosevelt.

Escúchalo o léelo aquí 👇
https://t.co/azN1LhrJxc https://t.co/JxFUlmCY8M"
110,1401252551224397825,🤔 ¿Te has preguntado sobre las normas de ortografía al momento de escribir nombres propios? Es hora de que conozcas la verdadera respuesta. https://t.co/Zh5iP3G2d8
111,1401246200863596551,"Franz Kafka fue un abogado y escritor judío-checo, de simbólica e inquietante narrativa. ¡Conoce algunas de sus frases aquí! https://t.co/6VSJMXCaUr"
112,1401243682360135683,#5Jun Un día como hoy: 5 de junio en la historia https://t.co/kNlBzqcVcL
113,1401237453093097476,Aquí te presentamos algunos datos de las uñas que quizás no conocías pero sobre todo determinar ¿por qué crecen? https://t.co/YOWdNGxwLZ
114,1401231097187471365,El (mal) uso de algunas palabras les ha otorgado un significado que no se corresponde con el real. ¿Podrás con esta trivia? https://t.co/sUxtfjWAH4
115,1401222367930617856,"La mitología griega nos cuenta que después de las victorias de Zeus contra los titanes, el dios del rayo aún tuvo que enfrentarse con otro oponente formidable: el terrible Tifón. https://t.co/GH19hFxhWe"
116,1401216000624934917,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista… https://t.co/DyTPg6gp81"
117,1401213482234789893,"Amazon es una de las compañías mejor valoradas de la actualidad. Como muchas empresas, Amazon comenzó siendo muy diferente a lo que todos conocemos...  https://t.co/gt0rEzlRHC"
118,1401207320042934272,La magia del Sgt Pepper´s se encuentra desde su portada hasta sus caleidoscópicas y conceptuales canciones. Te invitamos a conocer más de él a continuación… https://t.co/bP9b4bZWrH
119,1401200900081860620,"Este espía formó la primera agencia de detectives del mundo, la Agencia Pinkerton. Sin embargo, lo más curioso de este personaje no es su carrera sino su muerte… https://t.co/vmIIC6qyKe"
120,1401192183085080593,El Dadaísmo surgió del desencanto que sentían esos artistas al vivir en la Europa del periodo tardío de la Primera Guerra Mundial. Conoce de qué se trató aquí. https://t.co/gofIJdWUT5
121,1401185802021974016,"Si te da curiosidad saber cómo te ven las demás personas, incluso qué perciben, aunque tú no lo sepas, y qué aspectos conocen o intuyen, aunque no seas consciente de ellos, esta pirámide te va a ayudar. https://t.co/YHLFdim54n"
122,1401183284760133635,"Este ranchero fue uno de los personajes más importantes de la Revolución Mexicana, quien con su actuación contribuyó de forma decisiva en la derrota del para entonces presidente Victoriano Huerta. https://t.co/0kFEPe1FHM"
123,1401177075646709762,"Los astronautas que han logrado pisar su superficie concuerdan en que el olor que se expide desde sus suelos los sorprendió, haciendo referencia a un aroma familiar que se puede encontrar aquí en la Tierra… https://t.co/pS7NZx7nUU"
124,1401170701772591107,"Federico García Lorca fue un poeta, dramaturgo y prosista español, integrante de la Generación del 27 y el escritor más popular e influyente de la literatura española del siglo XX. ¡Te invitamos a conocer más de él! https://t.co/LUqbLbU9y1"
125,1401161967512006656,"En Teherán se reunirían los líderes principales del bando aliado, así que los nazis querían aprovechar esta oportunidad para liquidarlos a todos… ¿Sabes qué ocurrió en la Operación Weitsprung? https://t.co/pueYNNDSBR"
126,1401155600654995458,"😲 Durante la Segunda Guerra los rusos idearon un método para derrotar los tanques de guerra del ejército alemán, pero querían hacerlo con el menor costo posible… ¿con perros? https://t.co/QeFCQ53fZI"
127,1401153085737779202,"El almanaque del pobre Richard, creado por Benjamin Franklin, pasaría a difundir las opiniones científicas modernas de eventos astronómicos. ¡Te contamos más aquí!  https://t.co/CgYDFClh5D"
128,1401146853958225924,¿Eres un experto en gastronomía internacional? Entonces esta trivia es ideal para medir tus conocimientos. Aquí deberás intentar acertar el país de origen de cada una de estas comidas típicas. https://t.co/3vxu3UXrdn
129,1401140500237852675,Te traemos un resumen con los hechos más destacados que ocurrieron un día como hoy 5 de junio. https://t.co/SMfVwMdH4Q
130,1401131741889318913,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas! https://t.co/x1i0Du6s1n"
131,1401129504538509313,¡Culturizando está disponible! https://t.co/gbrnacerNy
132,1401125402517688324,Pon a prueba tu conocimiento en ortografía con este test de palabras que suenan igual pero se escriben diferente. https://t.co/4Nrywp4qFG
133,1401116635679887360,¿Cuánto sabes de estos interesantes animales? Con esta trivia lo descubrirás… https://t.co/k87VbiE19a
134,1401109082413711367,"😳 El 60% de las mujeres tienen la fantasía sexual de ser sumisas y que, 9 de cada 10 mujeres de ese 60% son líderes, independientes y algo dominantes en los demás aspectos de su vida… ¡Te contamos el porqué!  https://t.co/tZm40JzCv1"
135,1401101602157694977,"Este entretenido reto se basa en algunos círculos de colores los cuales esconden en su interior algunos objetos, ¿serás capaz de verlos o tu vista no es lo suficientemente buena para hallarlos?  https://t.co/Kb98H07Gol"
136,1401093998366834690,"🤔 ¿Es la prostitución el oficio más antiguo de la historia? Bueno, no. Pero casi… ¡Te contamos lo que debes saber sobre su origen!  https://t.co/8YWogycFrx"
137,1401086517804679172,"Si eres un cinéfilo experto, te traemos una entretenida trivia que pondrá a prueba tus conocimientos acerca de este famoso evento…  https://t.co/qozBpUmuC0"
138,1401078909282750465,Un hombre anónimo se volvió internacionalmente famoso al ser grabado y fotografiado de pie frente a una columna de tanques. ¡Conoce el por qué aquí!  https://t.co/cngOWlyXk0
139,1401071405282758656,"¡Responde las preguntas rápido, sin pensar, y descubrirás tu manera de interpretar las cosas!  https://t.co/721vJbhcnG"
140,1401063766754799624,"👀 La Agencia Central de Inteligencia (CIA, por sus siglas en inglés) es una de las organizaciones más conocidas en todo el mundo; de igual manera, sus labores han generado polémica durante años. Conoce algunos de sus datos más curiosos…  https://t.co/f3FiKNHvPb"
141,1401056277913034752,"La Segunda Guerra Mundial contó también con importantes enfrentamientos aeronavales, que ayudaron a decidir el destino del conflicto bélico entre los Aliados y el Eje. La Batalla de Midway es uno de esos puntos de inflexión…  https://t.co/1gGWPldvmZ"
142,1401048671194599426,Hay ciertas cosas sobre la vida de esta hermosa actriz que quizás no conozcas. ¡Te contamos algunos datos curiosos sobre Angelina Jolie!  https://t.co/qdSUBAMjmB
143,1401041135624146949,¿Te consideras un amante de los animales? Te retamos para que demuestres qué tanto los conoces.  https://t.co/6sL9MFV6OF
144,1401033552184107008,"El 3 de junio de 1989, soldados y vehículos blindados del Ejército de liberación-Popular llegaron a la plaza de Tiananmen de Pekín, donde los estudiantes se manifestaban en contra del partido comunista…  https://t.co/iDCWZxL0W7"
145,1401026029490257925,🎬 ‘Volver al futuro’ es una de las trilogías más icónicas del cine. Sus ideas y conceptos resultaron innovadores para su época y sorprendieron a muchos. ¡Conoce algunas de sus curiosidades más sorprendentes!  https://t.co/9T9Gy2e6er
146,1401018455005044739,"El Gran Mariscal de Ayacucho, Antonio José Francisco de Sucre y Alcalá fue un político, estadista, militar, diplomático y uno de los próceres de la independencia más connotados de América. ¡Conoce más de él aquí!  https://t.co/gOBIpZkn7S"
147,1401010928846573572,Una de las actrices más famosas de Hollywood festeja su cumpleaños y para celebrarlo te traemos esta trivia a ver que tan fanático eres. ¿Te atreves?  https://t.co/CjnnYxZB9o
148,1401003356232077312,"Fue un famoso aventurero, escritor, diplomático, bibliotecario y agente secreto italiano. ¿Quién fue Giacomo Casanova?  https://t.co/yX83Xs2fOx"
149,1400995838030123011,Veamos algunos sucesos importantes que ocurrieron un día como hoy 4 de junio.  https://t.co/LNkr36Hh9W
150,1400988256255229956,😳 ¿‘Girl boss’ pero sumisa en la cama? https://t.co/gCJwzhltbI
151,1400980758395817990,#TriviaCulturizando Reto visual: ¿Lograrás ver los objetos? https://t.co/NjgLb8nqmh
152,1400976412354486273,"#PodcastEnEspañol
Un libro puede cambiarle la vida a alguien 📚

De Un Punto Al Otro - @DUPAOnews 👇
https://t.co/PsfnnxwkPJ https://t.co/WWEuIh2Iua"
153,1400973156668542980,¿Es la prostitución la «profesión más antigua del mundo»? 🤔 https://t.co/YMm8yTYsIR
154,1400965669970132992,#TriviaCulturizando Trivia: ¿Conoces todo sobre los premios Oscar? ¡Demuéstralo! https://t.co/RFLyQ7dQAd
155,1400958071476834306,La historia del “Hombre del Tanque” https://t.co/Qn7VCRJLTR
156,1400958040375975936,"#PodcastEnEspañol
¡Qué se suba el telón de la vida! Sandy Kominsky lidia con los problemas de su edad, su representante y mejor amigo, su familia y su carrera como actor y docente de actuación. Su forma de vivir es «El método Kominksy»

Catando Netflix 👇
https://t.co/jXbhNKHYhG https://t.co/ArfCClfiJN"
157,1400950591703207941,#TriviaCulturizando Test: ¿Qué tipo de imaginación tienes? https://t.co/UFeiYyIeY6
158,1400942971382472709,👀 Algunos datos curiosos sobre la CIA que te sorprenderán https://t.co/lykHViKe9R
